Sequela Name,Health State Name,Health State Lay Description,Mean,Lower,Upper
Moderate skin disease due to onchocerciasis,"Disfigurement, level 2, with itch/pain","has a visible physical deformity that is sore and itchy. Other people stare and comment, which causes the person to worry. The person has trouble sleeping and concentrating.",0.188087469,0.124700385,0.266592375
Severe skin disease due to onchocerciasis,"Disfigurement, level 2, with itch/pain","has a visible physical deformity that is sore and itchy. Other people stare and comment, which causes the person to worry. The person has trouble sleeping and concentrating.",0.188087469,0.124700385,0.266592375
Moderate vision impairment due to onchocerciasis,"Distance vision, moderate impairment",has vision problems that make it difficult to recognize faces or objects across a room.,0.030842126,0.018822003,0.048710372
Severe vision impairment due to onchocerciasis,"Distance vision, severe impairment","has severe vision loss, which causes difficulty in daily activities, some emotional impact (for example worry), and some difficulty going outside the home without assistance.",0.184048488,0.125125058,0.258286182
Blindness due to onchocerciasis,Distance vision blindness,"is completely blind, which causes great difficulty in some daily activities, worry and anxiety, and great difficulty going outside the home without assistance. ",0.187364583,0.124428678,0.260217163
Moderate vision impairment due to trachoma,"Distance vision, moderate impairment",has vision problems that make it difficult to recognize faces or objects across a room.,0.030842126,0.018822003,0.048710372
Severe vision impairment due to trachoma,"Distance vision, severe impairment","has severe vision loss, which causes difficulty in daily activities, some emotional impact (for example worry), and some difficulty going outside the home without assistance.",0.184048488,0.125125058,0.258286182
Blindness due to trachoma,Distance vision blindness,"is completely blind, which causes great difficulty in some daily activities, worry and anxiety, and great difficulty going outside the home without assistance. ",0.187364583,0.124428678,0.260217163
Post-dengue chronic fatigue syndrome,"Infectious disease, post-acute consequences (fatigue, emotional lability, insomnia)",is always tired and easily upset. The person feels pain all over the body and is depressed.,0.218848731,0.148066725,0.307829015
Moderate dengue,"Infectious disease, acute episode, moderate ","has a fever and aches, and feels weak, which causes some difficulty with daily activities. ",0.050594946,0.032378223,0.07405045
Severe dengue,"Infectious disease, acute episode, severe","has a high fever and pain, and feels very weak, which causes great difficulty with daily activities.",0.133411519,0.088459515,0.189501665
Asymptomatic yellow fever,Asymptomatic,,0,0,0
Moderate yellow fever,"Infectious disease, acute episode, moderate ","has a fever and aches, and feels weak, which causes some difficulty with daily activities. ",0.050594946,0.032378223,0.07405045
Severe yellow fever,"Infectious disease, acute episode, severe","has a high fever and pain, and feels very weak, which causes great difficulty with daily activities.",0.133411519,0.088459515,0.189501665
Rabies,"Infectious disease, acute episode, severe","has a high fever and pain, and feels very weak, which causes great difficulty with daily activities.",0.133411519,0.088459515,0.189501665
Asymptomatic ascariasis,Asymptomatic,,0,0,0
Heavy infestation of ascariasis,"Intestinal nematode infections, symptomatic",has cramping pain and a bloated feeling in the belly.,0.026558228,0.014542517,0.043477967
Mild abdominopelvic problems due to ascariasis,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Severe wasting due to ascariasis,Severe wasting,is extremely skinny and has no energy. ,0.127653896,0.08191012,0.18267662
Asymptomatic trichuriasis,Asymptomatic,,0,0,0
Heavy infestation of trichuriasis,"Intestinal nematode infections, symptomatic",has cramping pain and a bloated feeling in the belly.,0.026558228,0.014542517,0.043477967
Mild abdominopelvic problems due to trichuriasis,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Severe wasting due to trichuriasis,Severe wasting,is extremely skinny and has no energy. ,0.127653896,0.08191012,0.18267662
Asymptomatic hookworm,Asymptomatic,,0,0,0
Mild anemia due to hookworm disease,"Anemia, mild","feels slightly tired and weak at times, but this does not interfere with normal daily activities.",0.003696398,0.001312473,0.008138783
Moderate anemia due to hookworm disease,"Anemia, moderate","feels moderate fatigue, weakness, and shortness of breath after exercise, making daily activities more difficult.",0.051541962,0.033847375,0.075721813
Severe anemia due to hookworm disease,"Anemia, severe","feels very weak, tired and short of breath, and has problems with activities that require physical effort or deep concentration.",0.148766153,0.10073294,0.209115202
Heavy infestation of hookworm,"Intestinal nematode infections, symptomatic",has cramping pain and a bloated feeling in the belly.,0.026558228,0.014542517,0.043477967
Mild abdominopelvic problems due to hookworm disease,"Abdominopelvic problem, mild",has some pain in the belly that causes nausea but does not interfere with daily activities.,0.01100925,0.00537732,0.020820188
Severe wasting due to hookworm disease,Severe wasting,is extremely skinny and has no energy. ,0.127653896,0.08191012,0.18267662
Asymptomatic clonorchiasis,Asymptomatic,,0,0,0
Asymptomatic fascioliasis,Asymptomatic,,0,0,0
Asymptomatic intestinal fluke infection,Asymptomatic,,0,0,0
Asymptomatic opisthorchiasis,Asymptomatic,,0,0,0
Asymptomatic paragonimiasis,Asymptomatic,,0,0,0
Mild paragonimiasis due to food-borne trematodiases,"COPD and other chronic respiratory problems, mild","has cough and shortness of breath after heavy physical activity, but is able to walk long distances and climb stairs.",0.019316721,0.010635393,0.03272288
Moderate paragonimiasis due to food-borne trematodiases,"COPD and other chronic respiratory problems, moderate","has cough, wheezing and shortness of breath, even after light physical activity. The person feels tired and can walk only short distances or climb only a few stairs.",0.225171708,0.15291988,0.309728992
Severe paragonimiasis due to food-borne trematodiases,"COPD and other chronic respiratory problems, severe","has cough, wheezing and shortness of breath all the time. The person has great difficulty walking even short distances or climbing any stairs, feels tired when at rest, and is anxious.",0.407857977,0.273411367,0.555659085
Heavy clonorchiasis due to food-borne trematodiases,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Heavy fascioliasis due to food-borne trematodiases,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Heavy intestinal fluke infection due to food-borne trematodiases,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Heavy opisthorchiasis due to food-borne trematodiases,"Abdominopelvic problem, moderate",has pain in the belly and feels nauseous. The person has difficulties with daily activities. ,0.114339967,0.077947085,0.158676813
Cerebral paragonimiasis,Epilepsy,(combined DW),,,
Disfigurement level 1 due to leprosy,"Disfigurement, level 1","has a slight, visible physical deformity that others notice, which causes some worry and discomfort.",0.011016252,0.005239763,0.020619542
Disfigurement level 2 due to leprosy,"Disfigurement, level 2","has a visible physical deformity that causes others to stare and comment. As a result, the person is worried and has trouble sleeping and concentrating.",0.066991754,0.04441772,0.095900522
Ebola cases,"Infectious disease, acute episode, severe","has a high fever and pain, and feels very weak, which causes great difficulty with daily activities.",0.133411519,0.088459515,0.189501665
Post-Ebola chronic fatigue syndrome,"Infectious disease, post-acute consequences (fatigue, emotional lability, insomnia)",is always tired and easily upset. The person feels pain all over the body and is depressed.,0.218848731,0.148066725,0.307829015
Asymptomatic Zika infection,Asymptomatic,,0,0,0
Acute Zika infection,"Infectious disease, acute episode, moderate ","has a fever and aches, and feels weak, which causes some difficulty with daily activities. ",0.050594946,0.032378223,0.07405045
Congenital Zika syndrome,Severe motor plus cognitive impairment with epilepsy,(combined DW),,,
Congenital Zika syndrome,Severe motor plus cognitive impairment with epilepsy,(combined DW),,,
Guillain–Barré syndrome due to Zika infection,Spinal cord lesion below neck level (treated),"is paralyzed from the waist down, cannot feel or move the legs and has difficulties with urine and bowel control. The person uses a wheelchair to move around.",0.296164847,0.19813263,0.41379709
Mild pain due to Guinea worm emergence,"Disfigurement, level 1 with itch/pain","has a slight, visible physical deformity that is sometimes sore or itchy. Others notice the deformity, which causes some worry and discomfort.",0.026517504,0.015009938,0.042397048
Moderate pain and limited mobility due to guinea worm,"Musculoskeletal problems, lower limbs, moderate","has moderate pain in the leg, which makes the person limp, and causes some difficulty walking, standing, lifting and carrying heavy things, getting up and down and sleeping.",0.078670707,0.05384209,0.109519295
